victory_status,opening_code,opening_name,rating_gap_class
Resign,B10,Caro-Kann Defense,0-50
Resign,D00,Queen's Pawn Game,0-50
Draw,D00,Queen's Pawn Game,51-100
Resign,D00,Queen's Pawn Game,0-50
Resign,A40,Mikenas Defense,151-200
Out of Time,D00,Queen's Pawn Game,201-250
Resign,D00,Queen's Pawn Game,101-150
Resign,D00,Queen's Pawn Game,51-100
Resign,C02,French Defense,0-50
Mate,D00,Queen's Pawn Game,101-150
Mate,A40,Horwitz Defense,51-100
Resign,C18,French Defense,0-50
Resign,A40,Queen's Pawn,151-200
Resign,B12,Caro-Kann Defense,>250
Out of Time,C45,Scotch Game,101-150
Out of Time,D12,Slav Defense,>250
Out of Time,A04,Zukertort Opening,>250
Mate,C10,French Defense,0-50
Draw,D56,Queen's Gambit,101-150
Mate,B54,Sicilian Defense,51-100
Resign,A05,King's Indian Attack,201-250
Resign,E32,Nimzo-Indian Defense,201-250
Mate,E15,Queen's Indian Defense,151-200
Resign,E24,Nimzo-Indian Defense,>250
Out of Time,D45,Semi-Slav Defense,151-200
Resign,D87,Gruenfeld Defense,101-150
Mate,B19,Caro-Kann Defense,0-50
Mate,C48,Four Knights Game,51-100
Draw,D43,Semi-Slav Defense,101-150
Mate,D02,Queen's Pawn Game,>250
Resign,C45,Scotch Game,0-50
Resign,A09,Reti Opening,101-150
Mate,B12,Caro-Kann Defense,51-100
Resign,D45,Semi-Slav Defense,0-50
Resign,A25,English Opening,201-250
Resign,C01,French Defense,151-200
Resign,C30,King's Gambit,>250
Resign,C67,Ruy Lopez,>250
Mate,C55,Italian Game,201-250
Resign,A04,Zukertort Opening,51-100
Resign,D07,Queen's Gambit,201-250
Resign,B00,Nimzowitsch Defense,>250
Mate,D07,Queen's Gambit,>250
Resign,A20,English Opening,0-50
Resign,D07,Queen's Gambit,101-150
Draw,D07,Queen's Gambit,51-100
Out of Time,C46,Four Knights Game,0-50
Out of Time,C44,Ponziani Opening,51-100
Mate,C30,King's Gambit,51-100
Resign,D00,Queen's Pawn Game,51-100
Draw,C24,Bishop's Opening,51-100
Resign,B00,Nimzowitsch Defense,101-150
Mate,D02,Queen's Pawn Game,51-100
Mate,C57,Italian Game,0-50
Resign,C45,Scotch Game,201-250
Mate,C45,Scotch Game,201-250
Draw,B00,Nimzowitsch Defense,0-50
Resign,D00,Queen's Pawn Game,151-200
Mate,B00,Nimzowitsch Defense,0-50
Resign,B00,Nimzowitsch Defense,101-150
Resign,B25,Sicilian Defense,151-200
Mate,B47,Sicilian Defense,>250
Mate,B20,Sicilian Defense,>250
Resign,D00,Queen's Pawn Game,>250
Resign,B40,Sicilian Defense,101-150
Resign,B23,Sicilian Defense,101-150
Resign,B40,Sicilian Defense,51-100
Resign,A15,English Opening,151-200
Mate,A45,Indian Game,101-150
Resign,D10,Slav Defense,>250
Resign,D00,Queen's Pawn Game,0-50
Mate,B20,Sicilian Defense,201-250
Draw,D12,Slav Defense,51-100
Draw,B47,Sicilian Defense,51-100
Resign,B20,Sicilian Defense,>250
Mate,D00,Queen's Pawn Game,201-250
Resign,D00,Queen's Pawn Game,>250
Mate,A08,King's Indian Attack,101-150
Resign,D00,Queen's Pawn Game,201-250
Out of Time,B44,Sicilian Defense,0-50
Resign,A80,Dutch Defense,101-150
Resign,B48,Sicilian Defense,0-50
Resign,A17,English Opening,151-200
Resign,B27,Sicilian Defense,151-200
Out of Time,B90,Sicilian Defense,0-50
Resign,B00,Nimzowitsch Defense,>250
Mate,A40,Englund Gambit,>250
Resign,C40,King's Pawn Game,>250
Resign,C20,King's Pawn Game,>250
Resign,C20,King's Pawn Game,101-150
Resign,A04,Reti Opening,151-200
Resign,D02,Queen's Pawn Game,0-50
Resign,D31,Queen's Gambit,0-50
Resign,D00,Queen's Pawn Game,101-150
Resign,D31,Semi-Slav Defense,0-50
Resign,A40,Modern Defense,0-50
Resign,C44,Scotch Game,51-100
Resign,D00,Queen's Pawn Game,151-200
Resign,A45,Indian Game,51-100
Resign,C53,Italian Game,201-250
Resign,D00,Queen's Pawn Game,51-100
Resign,C50,Giuoco Piano,0-50
Resign,C89,Ruy Lopez,51-100
Resign,A41,Queen's Pawn,0-50
Resign,D30,Queen's Gambit,>250
Mate,D00,Queen's Pawn Game,201-250
Mate,D00,Queen's Pawn Game,101-150
Mate,C30,King's Gambit,0-50
Draw,A45,Indian Game,0-50
Resign,D00,Queen's Pawn Game,201-250
Resign,C50,Italian Game,201-250
Resign,D00,Queen's Pawn Game,201-250
Draw,E92,King's Indian Defense,0-50
Out of Time,B92,Sicilian Defense,201-250
Resign,A46,Indian Game,0-50
Mate,B90,Sicilian Defense,51-100
Mate,B94,Sicilian Defense,201-250
Mate,B50,Sicilian Defense,201-250
Resign,D00,Queen's Pawn Game,51-100
Mate,A41,Queen's Pawn,>250
Draw,A45,Indian Game,51-100
Resign,D00,Queen's Pawn Game,201-250
Resign,D00,Queen's Pawn Game,>250
Mate,B90,Sicilian Defense,201-250
Mate,A00,Van't Kruijs Opening,>250
Resign,B30,Sicilian Defense,0-50
Out of Time,B50,Sicilian Defense,201-250
Mate,B22,Sicilian Defense,>250
Resign,D00,Queen's Pawn Game,201-250
Resign,D00,Queen's Pawn Game,0-50
Mate,D00,Queen's Pawn Game,151-200
Mate,B20,Sicilian Defense,>250
Resign,D00,Queen's Pawn Game,>250
Resign,A40,Horwitz Defense,151-200
Mate,D00,Queen's Pawn Game,151-200
Out of Time,A40,Horwitz Defense,151-200
Mate,B20,Sicilian Defense,151-200
Resign,B20,Sicilian Defense,>250
Resign,A40,Modern Defense,151-200
Resign,A44,Old Benoni Defense,>250
Mate,B20,Sicilian Defense,151-200
Resign,D20,Queen's Gambit,101-150
Out of Time,C50,Giuoco Piano,151-200
Resign,C50,Italian Game,151-200
Mate,C41,Philidor Defense,201-250
Resign,B20,Sicilian Defense,201-250
Out of Time,B50,Sicilian Defense,151-200
Resign,C55,Italian Game,201-250
Mate,A46,Yusupov-Rubinstein System,>250
Out of Time,B20,Sicilian Defense,51-100
Mate,A03,Bird Opening,>250
Draw,D31,Semi-Slav Defense,101-150
Resign,C02,French Defense,51-100
Resign,C03,French Defense,51-100
Resign,B30,Sicilian Defense,51-100
Resign,C02,French Defense,101-150
Mate,C64,Ruy Lopez,51-100
Resign,C64,Ruy Lopez,0-50
Out of Time,C02,French Defense,0-50
Mate,B01,Scandinavian Defense,0-50
Out of Time,A18,English Opening,0-50
Resign,C00,French Defense,0-50
Mate,C41,Philidor Defense,0-50
Resign,D30,Queen's Gambit,0-50
Resign,C00,French Defense,0-50
Mate,C62,Ruy Lopez,0-50
Mate,C00,French Defense,51-100
Resign,C41,Philidor Defense,101-150
Mate,C00,French Defense,51-100
Resign,B03,Alekhine Defense,51-100
Resign,B22,Sicilian Defense,0-50
Mate,A40,Horwitz Defense,51-100
Resign,C02,French Defense,0-50
Mate,C00,French Defense,0-50
Resign,C62,Ruy Lopez,201-250
Resign,C41,Philidor Defense,0-50
Resign,C02,French Defense,101-150
Mate,B01,Scandinavian Defense,0-50
Mate,C00,French Defense,51-100
Out of Time,C03,French Defense,0-50
Resign,A40,Horwitz Defense,0-50
Out of Time,B00,Owen Defense,0-50
Mate,E11,Bogo-Indian Defense,0-50
Mate,C60,Ruy Lopez,0-50
Mate,A47,Queen's Indian Defense,101-150
Resign,C01,French Defense,0-50
Out of Time,B12,Caro-Kann Defense,201-250
Mate,C42,Russian Game,0-50
Mate,C00,French Defense,101-150
Out of Time,C14,French Defense,0-50
Resign,B22,Sicilian Defense,101-150
Out of Time,B20,Sicilian Defense,0-50
Mate,B22,Sicilian Defense,0-50
Resign,C00,French Defense,51-100
Mate,C03,French Defense,201-250
Mate,C02,French Defense,51-100
Draw,C02,French Defense,0-50
Out of Time,C40,King's Pawn Game,101-150
Out of Time,C42,Russian Game,51-100
Mate,B12,Caro-Kann Defense,0-50
Resign,E53,Nimzo-Indian Defense,0-50
Resign,E68,King's Indian,0-50
Mate,B24,Sicilian Defense,151-200
Resign,D53,Queen's Gambit,0-50
Mate,C44,King's Pawn Game,101-150
Resign,B35,Sicilian Defense,201-250
Resign,C45,Scotch Game,151-200
Resign,B35,Sicilian Defense,151-200
Resign,A21,English Opening,201-250
Resign,E20,Nimzo-Indian Defense,0-50
Resign,B94,Sicilian Defense,0-50
Out of Time,E20,Nimzo-Indian Defense,151-200
Resign,C54,Italian Game,201-250
Resign,C54,Italian Game,0-50
Draw,E17,Queen's Indian Defense,0-50
Resign,B76,Sicilian Defense,51-100
Mate,C55,Italian Game,101-150
Out of Time,E35,Nimzo-Indian Defense,0-50
Resign,E20,Nimzo-Indian Defense,201-250
Resign,C10,French Defense,201-250
Resign,D57,Queen's Gambit,>250
Mate,B22,Sicilian Defense,101-150
Draw,E27,Nimzo-Indian Defense,151-200
Out of Time,B32,Sicilian Defense,51-100
Resign,C42,Russian Game,0-50
Resign,C30,King's Gambit,0-50
Resign,D55,Queen's Gambit,101-150
Resign,C88,Ruy Lopez,51-100
Resign,B43,Sicilian Defense,101-150
Resign,D15,Slav Defense,0-50
Resign,C00,French Defense,151-200
Resign,C02,French Defense,101-150
Resign,C44,Scotch Game,0-50
Resign,C02,French Defense,0-50
Resign,C00,French Defense,51-100
Resign,B54,Sicilian Defense,0-50
Resign,E20,Nimzo-Indian Defense,51-100
Resign,C00,French Defense,51-100
Resign,B01,Scandinavian Defense,51-100
Resign,C00,French Defense,101-150
Mate,B40,Sicilian Defense,0-50
Resign,B01,Scandinavian Defense,51-100
Resign,C00,French Defense,51-100
Resign,C00,French Defense,101-150
Resign,B32,Sicilian Defense,0-50
Resign,C00,French Defense,0-50
Resign,C02,French Defense,151-200
Mate,C41,Philidor Defense,51-100
Out of Time,C00,French Defense,0-50
Mate,C03,French Defense,0-50
Mate,C00,French Defense,0-50
Mate,C44,Scotch Game,0-50
Draw,E10,Indian Game,0-50
Resign,B12,Caro-Kann Defense,0-50
Resign,C44,Scotch Gambit,>250
Resign,C00,French Defense,0-50
Mate,E48,Nimzo-Indian Defense,201-250
Mate,C44,Scotch Game,51-100
Resign,C03,French Defense,>250
Mate,C02,French Defense,51-100
Resign,A22,English Opening,0-50
Resign,B32,Sicilian Defense,>250
Draw,C44,Scotch Game,0-50
Resign,B94,Sicilian Defense,0-50
Draw,E20,Nimzo-Indian Defense,0-50
Mate,C01,French Defense,0-50
Resign,C42,Russian Game,0-50
Resign,C02,French Defense,151-200
Resign,B32,Sicilian Defense,0-50
Resign,D35,Queen's Gambit,0-50
Resign,D15,Slav Defense,0-50
Resign,C44,Scotch Game,51-100
Mate,D35,Queen's Gambit,151-200
Resign,C44,Scotch Game,0-50
Resign,C44,Scotch Game,0-50
Resign,C02,French Defense,0-50
Resign,B12,Caro-Kann Defense,0-50
Resign,B32,Sicilian Defense,0-50
Resign,C05,French Defense,51-100
Resign,E73,King's Indian Defense,51-100
Resign,B02,Alekhine Defense,101-150
Resign,C60,Ruy Lopez,201-250
Mate,C44,Ponziani Opening,201-250
Resign,C60,Ruy Lopez,201-250
Resign,C55,Italian Game,201-250
Resign,C60,Ruy Lopez,201-250
Resign,C60,Ruy Lopez,51-100
Resign,E77,King's Indian Defense,101-150
Resign,C03,French Defense,101-150
Resign,E77,King's Indian Defense,151-200
Resign,B01,Scandinavian Defense,101-150
Resign,E94,King's Indian Defense,201-250
Resign,A48,London System,101-150
Resign,A04,Zukertort Opening,101-150
Resign,B20,Sicilian Defense,101-150
Draw,C75,Ruy Lopez,0-50
Draw,E92,King's Indian Defense,51-100
Resign,B56,Sicilian Defense,0-50
Resign,C68,Ruy Lopez,151-200
Resign,A45,Indian Game,>250
Resign,E51,Nimzo-Indian Defense,>250
Resign,A40,English Defense,>250
Out of Time,C55,Italian Game,>250
Resign,C68,Ruy Lopez,>250
Resign,C44,Scotch Game,>250
Mate,D41,Queen's Gambit,0-50
Resign,A44,Semi-Bononi,0-50
Resign,D85,Gruenfeld Defense,0-50
Mate,C77,Ruy Lopez,>250
Resign,D20,Queen's Gambit,151-200
Resign,D20,Queen's Gambit,>250
Resign,B13,Caro-Kann Defense,0-50
Resign,D17,Slav Defense,101-150
Resign,B13,Caro-Kann Defense,51-100
Resign,B08,Pirc Defense,0-50
Resign,A43,Old Benoni Defense,151-200
Resign,E61,King's Indian Defense,151-200
Draw,A46,Indian Game,51-100
Resign,B09,Pirc Defense,0-50
Mate,D02,Queen's Pawn Game,101-150
Resign,D02,Queen's Pawn Game,0-50
Resign,E61,King's Indian Defense,0-50
Resign,D02,Queen's Pawn Game,0-50
Mate,A00,Grob Opening,>250
Mate,E60,King's Indian Defense,51-100
Mate,D02,Queen's Pawn Game,0-50
Mate,A48,London System,>250
Resign,D02,Queen's Pawn Game,0-50
Mate,D02,Queen's Pawn Game,>250
Out of Time,A00,Van't Kruijs Opening,101-150
Resign,B07,Pirc Defense,151-200
Mate,B07,Pirc Defense,101-150
Resign,D02,Queen's Pawn Game,0-50
Resign,A41,Queen's Pawn,151-200
Resign,A45,Indian Game,51-100
Mate,E91,King's Indian Defense,51-100
Out of Time,D02,Queen's Pawn Game,51-100
Resign,B07,Pirc Defense,0-50
Out of Time,A80,Dutch Defense,0-50
Mate,D02,Queen's Pawn Game,>250
Draw,A49,East Indian Defense,>250
Draw,B08,Pirc Defense,101-150
Resign,D02,Queen's Pawn Game,101-150
Resign,A40,Horwitz Defense,101-150
Resign,B07,Pirc Defense,51-100
Resign,A00,Grob Opening,>250
Resign,A40,Modern Defense,101-150
Resign,A46,Indian Game,0-50
Mate,E81,King's Indian Defense,101-150
Mate,D02,Queen's Pawn Game,151-200
Resign,A00,Polish Opening,>250
Resign,E61,King's Indian Defense,0-50
Resign,A40,Queen's Pawn,51-100
Resign,A15,English Opening,0-50
Resign,C44,King's Knight Opening,>250
Mate,C10,French Defense,151-200
Resign,B32,Sicilian Defense,>250
Mate,C50,Italian Game,>250
Mate,B01,Scandinavian Defense,>250
Mate,C77,Ruy Lopez,>250
Mate,B20,Sicilian Defense,>250
Mate,B01,Scandinavian Defense,>250
Mate,C67,Ruy Lopez,>250
Mate,B00,Duras Gambit,>250
Resign,B20,Sicilian Defense,>250
Mate,B20,Sicilian Defense,>250
Mate,C47,Four Knights Game,>250
Resign,B54,Sicilian Defense,>250
Resign,C45,Scotch Game,>250
Resign,B00,Nimzowitsch Defense,>250
Mate,B20,Sicilian Defense,0-50
Mate,D10,Slav Defense,>250
Mate,C48,Four Knights Game,>250
Resign,C44,Ponziani Opening,51-100
Resign,C44,King's Knight Opening,151-200
Mate,B23,Sicilian Defense,>250
Resign,B20,Sicilian Defense,151-200
Mate,C41,Philidor Defense,101-150
Draw,B20,Sicilian Defense,>250
Mate,C42,Petrov's Defense,>250
Resign,C65,Ruy Lopez,101-150
Resign,C65,Ruy Lopez,51-100
Mate,C50,Italian Game,>250
Resign,C54,Italian Game,151-200
Resign,D30,Queen's Gambit,201-250
Draw,A40,English Defense,0-50
Out of Time,A57,Benko Gambit,201-250
Resign,A60,Benoni Defense,51-100
Resign,C67,Ruy Lopez,201-250
Resign,A40,Englund Gambit,101-150
Resign,C50,Italian Game,51-100
Resign,D02,Queen's Gambit,151-200
Mate,C67,Ruy Lopez,0-50
Resign,A40,English Defense,101-150
Resign,E90,King's Indian Defense,0-50
Resign,A40,Englund Gambit Complex,151-200
Resign,C67,Ruy Lopez,151-200
Mate,D06,Queen's Gambit,>250
Resign,D35,Queen's Gambit,51-100
Draw,E20,Nimzo-Indian Defense,0-50
Resign,B12,Caro-Kann Defense,151-200
Resign,C54,Italian Game,151-200
Resign,A41,Rat Defense,0-50
Resign,C45,Scotch Game,51-100
Mate,E97,King's Indian Defense,51-100
Resign,C54,Italian Game,0-50
Resign,A40,English Defense,101-150
Resign,E59,Nimzo-Indian Defense,0-50
Resign,B32,Sicilian Defense,101-150
Resign,C45,Scotch Game,51-100
Resign,B23,Sicilian Defense,0-50
Draw,B23,Sicilian Defense,0-50
Resign,C42,Russian Game,0-50
Out of Time,C70,Ruy Lopez,201-250
Mate,B24,Sicilian Defense,51-100
Resign,C40,King's Pawn Game,151-200
Mate,D00,Queen's Pawn Game,0-50
Resign,D06,Queen's Gambit,51-100
Mate,B30,Sicilian Defense,>250
Out of Time,A01,Nimzo-Larsen Attack,151-200
Mate,B22,Sicilian Defense,201-250
Mate,A40,Mikenas Defense,>250
Mate,B01,Scandinavian Defense,>250
Mate,C48,Four Knights Game,51-100
Mate,C34,King's Gambit,51-100
Resign,D01,Richter-Veresov Attack,>250
Resign,B20,Sicilian Defense,151-200
Resign,C24,Bishop's Opening,151-200
Resign,B10,Caro-Kann Defense,51-100
Resign,C45,Scotch Game,101-150
Resign,C11,French Defense,151-200
Resign,C55,Italian Game,51-100
Resign,C50,Giuoco Piano,0-50
Resign,D06,Queen's Gambit,>250
Resign,C41,Philidor Defense,0-50
Resign,C20,King's Pawn Game,201-250
Resign,C41,Philidor Defense,151-200
Resign,C20,Bishop's Opening,>250
Mate,C20,King's Pawn Game,101-150
Resign,D00,Queen's Pawn Game,>250
Resign,D00,Queen's Pawn Game,>250
Resign,B18,Caro-Kann Defense,201-250
Resign,B07,Pirc Defense,>250
Mate,A40,Modern Defense,>250
Mate,A45,Indian Game,151-200
Out of Time,A00,Mieses Opening,>250
Mate,A40,Horwitz Defense,>250
Resign,B08,Pirc Defense,151-200
Out of Time,A80,Dutch Defense,0-50
Resign,B07,Pirc Defense,101-150
Out of Time,B07,Pirc Defense,0-50
Mate,D00,Queen's Pawn Game,0-50
Mate,A80,Dutch Defense,151-200
Resign,D00,Queen's Pawn Game,51-100
Mate,A45,Indian Game,101-150
Resign,B07,Pirc Defense,0-50
Resign,B07,Pirc Defense,0-50
Resign,D00,Queen's Pawn Game,201-250
Mate,D00,Queen's Pawn Game,>250
Out of Time,B07,Pirc Defense,>250
Resign,A40,Queen's Pawn,151-200
Resign,A80,Dutch Defense,51-100
Out of Time,B07,Pirc Defense,101-150
Resign,D00,Queen's Pawn Game,51-100
Mate,A45,Indian Game,>250
Resign,B09,Pirc Defense,51-100
Mate,D00,Queen's Pawn Game,0-50
Mate,A00,Van't Kruijs Opening,>250
Resign,D00,Queen's Pawn Game,>250
Out of Time,A84,Dutch Defense,0-50
Resign,B07,Pirc Defense,0-50
Mate,A45,Indian Game,>250
Resign,B09,Pirc Defense,>250
Resign,B07,Pirc Defense,51-100
Resign,B07,Pirc Defense,0-50
Out of Time,A45,Indian Game,0-50
Resign,A84,Dutch Defense,0-50
Resign,D00,Queen's Pawn Game,101-150
Resign,A45,Indian Game,>250
Resign,D00,Queen's Pawn Game,151-200
Resign,A45,Indian Game,51-100
Resign,A84,Dutch Defense,0-50
Mate,A04,Zukertort Opening,201-250
Draw,B07,Pirc Defense,>250
Resign,B00,Nimzowitsch Defense,0-50
Resign,A06,Reti Opening,101-150
Mate,A15,English Opening,0-50
Resign,B20,Sicilian Defense,51-100
Resign,A45,Indian Game,101-150
Mate,A06,Reti Opening,0-50
Draw,A04,Zukertort Opening,51-100
Draw,B20,Sicilian Defense,51-100
Mate,A04,Zukertort Opening,0-50
Resign,B33,Sicilian Defense,0-50
Resign,C53,Italian Game,51-100
Mate,B00,Nimzowitsch Defense,101-150
Mate,C44,Ponziani Opening,0-50
Mate,D02,Queen's Pawn Game,0-50
Mate,D02,Queen's Pawn Game,101-150
Mate,E24,Nimzo-Indian Defense,>250
Mate,E38,Nimzo-Indian Defense,0-50
Resign,A06,Zukertort Opening,0-50
Resign,A28,English Opening,0-50
Resign,A00,Hungarian Opening,0-50
Mate,C00,French Defense,101-150
Mate,B30,Sicilian Defense,0-50
Resign,D02,Queen's Pawn Game,0-50
Mate,B02,Alekhine Defense,0-50
Out of Time,B27,Sicilian Defense,51-100
Out of Time,D02,Queen's Pawn Game,>250
Resign,C20,King's Pawn Game,51-100
Resign,C70,Ruy Lopez,0-50
Resign,C50,Italian Game,0-50
Resign,C42,Russian Game,151-200
Resign,D11,Slav Defense,151-200
Out of Time,C50,Giuoco Piano,0-50
Resign,C50,Italian Game,>250
Resign,C42,Petrov's Defense,101-150
Resign,C50,Italian Game,0-50
Resign,D02,Queen's Pawn Game,0-50
Mate,D02,Queen's Pawn Game,0-50
Resign,C41,Philidor Defense,0-50
Mate,C20,King's Pawn Game,>250
Out of Time,C41,Philidor Defense,151-200
Draw,C40,King's Pawn Game,51-100
Mate,B20,Sicilian Defense,0-50
Mate,C46,Four Knights Game,151-200
Mate,C20,King's Pawn Game,>250
Mate,C26,Vienna Game,151-200
Draw,C50,Giuoco Piano,>250
Resign,A01,Nimzo-Larsen Attack,>250
Resign,C02,French Defense,0-50
Out of Time,C20,King's Pawn Game,0-50
Resign,C40,King's Knight Opening,>250
Resign,C55,Italian Game,0-50
Resign,D15,Slav Defense,0-50
Resign,C40,King's Pawn Game,0-50
Resign,C47,Four Knights Game,201-250
Mate,C55,Italian Game,0-50
Resign,C42,Petrov's Defense,0-50
Mate,B20,Sicilian Defense,>250
Resign,C41,Philidor Defense,0-50
Out of Time,C44,King's Knight Opening,>250
Resign,B20,Sicilian Defense,>250
Mate,B20,Sicilian Defense,51-100
Resign,C02,French Defense,0-50
Draw,C41,Philidor Defense,>250
Resign,C68,Ruy Lopez,0-50
Resign,C20,Portuguese Opening,0-50
Mate,A00,Van't Kruijs Opening,>250
Resign,B12,Caro-Kann Defense,51-100
Mate,A00,Ware Opening,51-100
Mate,D05,Colle System,0-50
Resign,C42,Russian Game,101-150
Resign,C02,French Defense,0-50
Draw,C50,Giuoco Piano,>250
Resign,C42,Petrov's Defense,51-100
Mate,C40,King's Pawn Game,0-50
Mate,C20,King's Pawn Game,51-100
Resign,C42,Russian Game,0-50
Mate,C43,Petrov,0-50
Mate,C43,Petrov,>250
Resign,C45,Scotch Game,51-100
Mate,B54,Sicilian Defense,51-100
Resign,C24,Bishop's Opening,>250
Resign,C42,Russian Game,101-150
Resign,C45,Scotch Game,101-150
Mate,C45,Scotch Game,201-250
Resign,A40,Englund Gambit Complex,151-200
Mate,B01,Scandinavian Defense,>250
Resign,C01,French Defense,51-100
Resign,A40,Englund Gambit Complex,201-250
Resign,C45,Scotch Game,51-100
Resign,C42,Russian Game,101-150
Resign,B32,Sicilian Defense,0-50
Mate,B01,Scandinavian Defense,201-250
Resign,C21,Center Game,51-100
Resign,C41,Philidor Defense,0-50
Resign,A04,Reti Opening,0-50
Mate,C42,Petrov's Defense,0-50
Resign,C31,King's Gambit,101-150
Mate,C40,King's Pawn Game,>250
Mate,A00,Mieses Opening,51-100
Mate,C45,Scotch Game,>250
Mate,C24,Bishop's Opening,>250
Resign,B44,Sicilian Defense,0-50
Mate,C42,Russian Game,0-50
Out of Time,A21,English Opening,151-200
Mate,C31,King's Gambit,101-150
Out of Time,B00,St. George Defense,51-100
Resign,C45,Scotch Game,51-100
Resign,C42,Petrov's Defense,0-50
Resign,C42,Russian Game,51-100
Resign,B32,Sicilian Defense,51-100
Mate,C44,Scotch Gambit,>250
Mate,C41,Philidor Defense,51-100
Resign,A40,Englund Gambit Complex,>250
Resign,C41,Philidor Defense,0-50
Resign,C26,Bishop's Opening,0-50
Resign,A21,English Opening,51-100
Mate,C40,King's Pawn Game,0-50
Resign,C01,French Defense,>250
Mate,A22,English Opening,51-100
Out of Time,C00,French Defense,0-50
Resign,B22,Sicilian Defense,51-100
Resign,B50,Sicilian Defense,0-50
Resign,D00,Queen's Pawn Game,>250
Mate,C64,Ruy Lopez,51-100
Resign,B50,Sicilian Defense,201-250
Out of Time,B50,Sicilian Defense,51-100
Resign,C88,Ruy Lopez,51-100
Mate,B20,Sicilian Defense,>250
Mate,B51,Sicilian Defense,0-50
Resign,B30,Sicilian Defense,101-150
Resign,E00,Indian Game,51-100
Mate,C64,Ruy Lopez,51-100
Resign,A20,English Opening,0-50
Mate,C00,French Defense,0-50
Resign,B54,Sicilian Defense,51-100
Mate,C66,Ruy Lopez,101-150
Resign,B90,Sicilian Defense,0-50
Draw,B12,Caro-Kann Defense,0-50
Resign,B21,Sicilian Defense,51-100
Resign,C60,Ruy Lopez,51-100
Mate,C78,Ruy Lopez,51-100
Resign,C08,French Defense,51-100
Mate,B20,Sicilian Defense,0-50
Draw,B96,Sicilian Defense,0-50
Resign,B80,Sicilian Defense,101-150
Resign,C65,Ruy Lopez,>250
Mate,B57,Sicilian Defense,101-150
Resign,B06,Robatsch (Modern) Defense,51-100
Mate,E01,Catalan Opening,51-100
Resign,B90,Sicilian Defense,101-150
Resign,B20,Sicilian Defense,0-50
Mate,C02,French Defense,101-150
Mate,B90,Sicilian Defense,101-150
